ProductCLass	Product	Description	ProductCurrency	NegotiationLot	PriceLot	ISIN	Dt_Issue	Dt_Expiry	Index Rate	PctRate	Dt_CashMaturity	Liquidity	Rating	Dt_Com	Dt_CashFlow	Cash Flow Currency	Fixed Coupon	Coupon Time Basis	Coupon Rate Basis	Coupon Rate Frequency	Dt_StartCoupon	Dt_EndCoupon	Float Index	Is Fixing Period	Dt_Fixing	Dt_StartFloat	Dt_EndFloat	Principal Indexed Index	Dt_StartIndex	Dt_EndIndex	Principal Amortization Pct	Forward	PU Effective Payment	LinkedProduct	Base Price	Price Fixing Date	Float Fixing Date	Float Start	Float End Date	Float Spread	Float Rate Basis	Float Time Basis	Dt_StartAccrual	Dt_FirstPayment	Annual Payment Frequency
Funds US	BLACK COMM MS II	BLACK COMM MS II	USD	1	1	FUND01870   																																							
Funds US	BREVAN HOWARD FD USD CL B	BREVAN HOWARD FD USD CL B	USD	1	1	FUND00724.1 																																							
Funds US	BREVAN HOWARD FUND LTD (USD)	BREVAN HOWARD FUND LTD (USD)	USD	1	1	FUND00724.2 																																							
Funds US	CAXTON GLOBAL	CAXTON GLOBAL	USD	1	1	FUND01873   																																							
Funds US	CLAREN ROAD CRED	CLAREN ROAD CRED	USD	1	1	FUND01874   																																							
Funds US	Childrens Investment FD F1 NI 04/15	Childrens Investment FD F1 NI 04/15	USD	1	1	FUND01727.5 																																							
Funds US	D.E. Shaw Composite Intl B Ordinary	D.E. Shaw Composite Intl B Ordinary	USD	1	1	FUND01875.1 																																							
Funds US	DE SHAW COMP SP	DE SHAW COMP SP	USD	1	1	FUND01876   																																							
Funds US	DISCOVERY GLOBAL	DISCOVERY GLOBAL	USD	1	1																																								
Funds US	DW CATALYST OFFSHORE 1/R 15	DW CATALYST OFFSHORE 1/R 15	USD	1	1	FUND02231   																																							
Funds US	DYNAMO GLOBAL FD	DYNAMO GLOBAL FD	USD	1	1	FUND01878   																																							
Funds US	GREEN HG 90 CL	GREEN HG 90 CL	USD	1	1	FUND01880   																																							
Funds US	GREEN HG FUND	GREEN HG FUND	USD	1	1	FUND01881   																																							
Funds US	GS BANK LOAN	GS BANK LOAN	USD	1	1	FUND01882   																																							
Funds US	GS INVEST PAR SP	GS INVEST PAR SP	USD	1	1	FUND01883   																																							
Funds US	HARBINGER SP	HARBINGER SP	USD	1	1	FUND01884   																																							
Funds US	HERMITAGE GLOBAL	HERMITAGE GLOBAL	USD	1	1	FUND01885   																																							
Funds US	HG GLOBAL	HG GLOBAL	USD	1	1																																								
Funds US	INDUS DESIGNATED POSITIO	INDUS DESIGNATED POSITIO	USD	1	1	FUND01887.1 																																							
Funds US	INDUS JAPAN	INDUS JAPAN	USD	1	1	FUND01888   																																							
Funds US	M SQUARE BRAZIL	M SQUARE BRAZIL	USD	1	1	FUND01891   																																							
Funds US	NEXTAR FUND CL B	NEXTAR FUND CL B	USD	1	1	FUND01892   																																							
Funds US	PIMCO GLOBAL CRE	PIMCO GLOBAL CRE	USD	1	1																																								
Funds US	QVT SI S/O CSI11	QVT SI S/O CSI11	USD	1	1	FUND01897   																																							
Funds US	QVT SLV O/S 1135	QVT SLV O/S 1135	USD	1	1	FUND01898   																																							
Funds US	QVT SLV SEB 1064	QVT SLV SEB 1064	USD	1	1	FUND01899   																																							
Funds US	QVT SP O/S CSI	QVT SP O/S CSI	USD	1	1	FUND01900   																																							
Funds US	SAC EX 72 CILTD	SAC EX 72 CILTD	USD	1	1	FUND01903   																																							
Funds US	SAC EX 72 SCILTD	SAC EX 72 SCILTD	USD	1	1	FUND01904   																																							
Funds US	SRS Partners CL A S1	SRS Partners CL A S1	USD	1	1	FUND01908   																																							
Funds US	SRS Partners CL B	SRS Partners CL B	USD	1	1																																								
Funds US	SRS Partners CL B 1A SIE; 1 INIT	SRS Partners CL B 1A SIE; 1 INIT	USD	1	1	FUND01909   																																							
Funds US	TCI FUND	TCI FUND	USD	1	1	FUND01910   																																							
Funds US	THE RAPTOR	THE RAPTOR	USD	1	1	FUND01911   																																							
Funds US	TIGER GLB LONG OPPTY CLAS A SUB	TIGER GLB LONG OPPTY CLAS A SUB	USD	1	1	FUND01913.1 																																							
Funds US	TIGER GLOBAL.1	TIGER GLOBAL.1	USD	1	1	FUND01912   																																							
Funds US	TIGER LONG OPP	TIGER LONG OPP	USD	1	1	FUND01913   																																							
Funds US	TUDOR CLASS	TUDOR CLASS	USD	1	1	FUND01914   																																							
Funds US	VIKING GLB CL H	VIKING GLB CL H	USD	1	1	FUND01915   																																							
Funds US	Valinor Capital Ptnrs	Valinor Capital Ptnrs	USD	1	1	FUND01873.3 																																							
Funds US	WELLINGTON WOLF CREEK P3 S.19	WELLINGTON WOLF CREEK P3 S.19	USD	1	1	FUND01916.2 																																							
Funds US	WELLINGTON WOLF CREEK P4 S.19	WELLINGTON WOLF CREEK P4 S.19	USD	1	1	FUND01916.3 																																							
Funds US	Wolf Creek CRKSP1 S.119	Wolf Creek CRKSP1 S.119	USD	1	1	FUND01916.1 																																							
Funds US	LUXOR CAP PARTN –J	LUXOR CAP PARTN –J	USD	1	1	FUND01890.5 																																							
Funds US	LUXOR CAPITAL PART LUXA2/200-4	LUXOR CAPITAL PART LUXA2/200-4	USD	1	1																																								
Funds US	LUXOR CAPITAL PARTNR A2/20-1	LUXOR CAPITAL PARTNR A2/20-1	USD	1	1																																								
Funds US	LUXOR CAPITAL PARTNR A2/200-1	LUXOR CAPITAL PARTNR A2/200-1	USD	1	1																																								
Funds US	PALESTRA CAPITAL OFFSHOR	PALESTRA CAPITAL OFFSHOR	USD	1	1	FUND02256   																																							
Funds US	Pollux Fund CL A SER 5 SP	Pollux Fund CL A SER 5 SP	USD	1	1	FUND01895   																																							
Funds US	Pollux Fund CL A SER 6 SP	Pollux Fund CL A SER 6 SP	USD	1	1	FUND01895.1 																																							
Funds US	Radar Capital Fund CL B	Radar Capital Fund CL B	USD	1	1	FUND01901.1 																																							
Funds US	Radar Capital Fund CL B SP1 12/08	Radar Capital Fund CL B SP1 12/08	USD	1	1	FUND01901   																																							
Funds US	TAO L HOLDINGS SPV	TAO L HOLDINGS SPV	USD	1	1																																								
Funds US	WOLF CREEK	WOLF CREEK	USD	1	1																																								
Funds US	DBACC49	DBACC49	USD	1	1																																								
Funds US	BLUEBAY-EMRG MKT HY CP-I USD	BLUEBAY-EMRG MKT HY CP-I USD	USD	1	1	BEMHDIU LX  																																							
Funds US	GS GLOBAL HIGH YIELD-I USD A	GS GLOBAL HIGH YIELD-I USD A	USD	1	1	GSGHYIA LX  																																							
Funds US	POLAR CAPITAL-JPN-RUSDHDGD	POLAR CAPITAL-JPN-RUSDHDGD	USD	1	1	POCFRUH ID  																																							
Funds US	VULCAN VALUE EQUITY FD-U ACC	VULCAN VALUE EQUITY FD-U ACC	USD	1	1																																								
Funds US	3G SPECIAL SITUATIONS FUND IV SUB/RED	3G SPECIAL SITUATIONS FUND IV SUB/RED	USD	1	1	PRIV.3G SS  																																							
Funds US	Harbor Spring Class A	Harbor Spring Class A	USD	1	1	FUND02033.4 																																							
Funds US	AXA WF US High Yield Bond F CAP USD	AXA WF US High Yield Bond F CAP USD	USD	1	1	LU0276015533																																							
Funds US	JPM GLBL HI YLD BD-I ACC USD	JPM GLBL HI YLD BD-I ACC USD	USD	1	1	JPGHIAU LX  																																							
Funds US	PENNANT WINDWARD FUND	PENNANT WINDWARD FUND	USD	1	1																																								
Funds US	Armory Fund	Armory Fund	USD	1	1																																								
Funds US	JSDSX	JSDSX	USD	1	1																																								
Funds US	OHYFX	OHYFX	USD	1	1																																								
Funds US	Azimute	Azimute	USD	1	1																																								
Funds US	Alphadyne Intl CL 1A S1 Unrest	Alphadyne Intl CL 1A S1 Unrest	USD	1	1	FUND02033.6 																																							
Funds US	QVT SLV O/S CL B S1634	QVT SLV O/S CL B S1634	USD	1	1	FUND01900.1 																																							
Funds US	HG Vora SPC OPPTY A/1 ILG INIT	HG Vora SPC OPPTY A/1 ILG INIT	USD	1	1	FUND105395.7																																							
Funds US	SRS PRTN CL B 1A SIE 1 INIT	SRS PRTN CL B 1A SIE 1 INIT	USD	1	1	QTX001658330																																							
Funds US	SRS PRTNER CL A NR S1 INITIAL	SRS PRTNER CL A NR S1 INITIAL	USD	1	1	QTX001659601																																							
Funds US	SRS PTNRS B1 SER 37 4/14	SRS PTNRS B1 SER 37 4/14	USD	1	1	QTX001648778																																							
Funds US	SRS Long Opportunities	SRS Long Opportunities	USD	1	1	5VCRSX7     																																							
Funds US	Davidson Kempner Distressed Opportunities	Davidson Kempner Distressed Opportunities	USD	1	1	FUND1886    																																							
Funds US	TTC O/S FUND MultiStrategy	TTC O/S FUND MultiStrategy	USD	1	1	FUND1916    																																							
Funds US	Hildene Opportunities Offshore II	Hildene Opportunities Offshore II	USD	1	1	FUND1885    																																							
Funds US	Kiltearn Global Equity	Kiltearn Global Equity	USD	1	1	FUND1917    																																							
Funds US	TCW-METWEST TOT RTN B-IU	TCW-METWEST TOT RTN B-IU	USD	1	1	TCWMWXU LX  																																							
Funds US	LM-WA GLB CORE+-PAUSD	LM-WA GLB CORE+-PAUSD	USD	1	1	WAGCPAU ID  																																							
Funds US	NORDEA 1-US TOT RET BD-BIUSD	NORDEA 1-US TOT RET BD-BIUSD	USD	1	1	NUSTBIU LX  																																							
Funds US	MATTHEWS ASIA FD-ASIA DVD-I	MATTHEWS ASIA FD-ASIA DVD-I	USD	1	1	MATAADI LX  																																							
Funds US	SISF GLOBAL BOND USD C-H-ACC	SISF GLOBAL BOND USD C-H-ACC	USD	1	1	SCGBDCH LX  																																							
Funds US	AXA WF-US HI YLD BD-I USD CP	AXA WF-US HI YLD BD-I USD CP	USD	1	1	AXUHYIU LX  																																							
Funds US	LONGLEAF PART GLB UCITS-USD	LONGLEAF PART GLB UCITS-USD	USD	1	1	LPAPIUS ID  																																							
Funds US	GQG PARTNERS EM MKT EQ-I USD	GQG PARTNERS EM MKT EQ-I USD	USD	1	1	GQGEMAU ID  																																							
Funds US	AKO Global Long Only Fund	AKO Global Long Only Fund	USD	1	1	AKOLAF1 ID  																																							
Funds US	WELL DURABLE COS FD-S USD AC	WELL DURABLE COS FD-S USD AC	USD	1	1	WDCOSUN ID  																																							
Funds US	ATLAS ENHANCED CL B UNR	ATLAS ENHANCED CL B UNR	USD	1	1	FUND1912    																																							
Funds US	GS INVEST PAR SP II	GS INVEST PAR SP II	USD	1	1	FUND01883.2 																																							
Funds US	TTC O/S GLB LNG SHRT SEG PTF A	TTC O/S GLB LNG SHRT SEG PTF A	USD	1	1	FUND1915    																																							
Funds US	RIVULET CP LP SUB-CL A S5/14	RIVULET CP LP SUB-CL A S5/14	USD	1	1	FUND2900    																																							
Funds US	Complus Asia Macro Fund Ltd	Complus Asia Macro Fund Ltd	USD	1	1	FUND02474   																																							
Funds US	TIDEN PARK OS INV FD CLS A-1	TIDEN PARK OS INV FD CLS A-1	USD	1	1	FUND105395.9																																							
Funds US	DIAMETER OS FD SER B5	DIAMETER OS FD SER B5	USD	1	1	FUND2227.66 																																							
Funds US	Whale Rock	Whale Rock	USD	1	1	FUND02402   																																							
Funds US	TCI SUB 1	TCI SUB 1	USD	1	1																																								
Funds US	DAVIDSON KEMPNER TR 3	DAVIDSON KEMPNER TR 3	USD	1	1																																								
Funds US	The Master Portfolio Class W	The Master Portfolio Class W	USD	1	1																																								
Funds US	TCI Fund 04/20	TCI Fund 04/20	USD	1	1																																								
Funds US	LMR FD LTD SIE 1	LMR FD LTD SIE 1	USD	1	1																																								
Funds US	TRUCK OS Class A	TRUCK OS Class A	USD	1	1																																								
Funds US	DE SHAW COMP INTL SP	DE SHAW COMP INTL SP	USD	1	1																																								
Funds US	Harbor Spring S May2015	Harbor Spring S May2015	USD	1	1																																								
Funds US	Lakewood Capital OFF (USD)	Lakewood Capital OFF (USD)	USD	1	1																																								
Funds US	Empyrean Capital OS Benchmark	Empyrean Capital OS Benchmark	USD	1	1																																								
Funds US	Vanguard US Govt Bond Fund	Vanguard US Govt Bond Fund	USD	1	1																																								
Funds US	Egerton Capital Investment Fund	Egerton Capital Investment Fund	USD	1	1																																								
Funds US	MS INV FUND GLOBAL BRANDS	MS INV FUND GLOBAL BRANDS	USD	1	1																																								
Funds US	NEUBERGER BERMAN INVT HYBRID CORP	NEUBERGER BERMAN INVT HYBRID CORP	USD	1	1																																								
Funds US	Shorebridge Point72 I	Shorebridge Point72 I	USD	1	1																																								
Funds US	Chatham Asset High Yield S1	Chatham Asset High Yield S1	USD	1	1																																								
Funds US	TCW Metwest Unconstrained Bond Fund	TCW Metwest Unconstrained Bond Fund	USD	1	1																																								
Funds US	Pearl Diver Class I	Pearl Diver Class I	USD	1	1																																								
Funds US	GS EMRG MRKT CORP BD PT IA	GS EMRG MRKT CORP BD PT IA	USD	1	1																																								
Funds US	BBMC Offshore	BBMC Offshore	USD	1	1																																								
Funds US	GQG PARTNERS GLBL EQTY-I USD	GQG PARTNERS GLBL EQTY-I USD	USD	1	1																																								
Funds US	PIMCO Total Return Bond Fund	PIMCO Total Return Bond Fund	USD	1	1																																								
Funds US	BBMC Offshore Nov/20	BBMC Offshore Nov/20	USD	1	1																																								
Funds US	Perceptive Life Science O/S	Perceptive Life Science O/S	USD	1	1																																								
Funds US	Stenham Absolute Asia	Stenham Absolute Asia	USD	1	1																																								
Funds US	BBMC Offshore Jan/21	BBMC Offshore Jan/21	USD	1	1																																								
Funds US	BA Global Leaders	BA Global Leaders	USD	1	1																																								
Funds US	Vinci Absolute Return	Vinci Absolute Return	USD	1	1																																								
Funds US	Tiger Pacific O/S SIE 1 SHS	Tiger Pacific O/S SIE 1 SHS	USD	1	1																																								
Funds US	Davidson Kempner TR 3 14	Davidson Kempner TR 3 14	USD	1	1																																								
Funds US	Egerton Euro Dollar B Ser 1	Egerton Euro Dollar B Ser 1	USD	1	1																																								
Funds US	Apollo Off Credit Strategy	Apollo Off Credit Strategy	USD	1	1																																								
Funds US	Vinci Absolute Return May/21	Vinci Absolute Return May/21	USD	1	1																																								
Funds US	Hitwood Capital Fd Ltd	Hitwood Capital Fd Ltd	USD	1	1																																								
Funds US	Alphadyne Intl CL 5 NI	Alphadyne Intl CL 5 NI	USD	1	1																																								
GBP Equity	SSON LN	SMITHSON INVES	GBP	1	100	GB00BGJWTR88																																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/21/2022	01/26/2022	USD	5.875	30/360 ISMA	Linear	1	07/26/2021	01/26/2022									100														
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/21/2021	07/26/2021	USD	5.875	30/360 ISMA	Linear	1	01/26/2021	07/26/2021																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/21/2021	01/26/2021	USD	5.875	30/360 ISMA	Linear	1	07/26/2020	01/26/2021																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/22/2020	07/27/2020	USD	5.875	30/360 ISMA	Linear	1	01/26/2020	07/26/2020																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/22/2020	01/27/2020	USD	5.875	30/360 ISMA	Linear	1	07/26/2019	01/26/2020																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/23/2019	07/26/2019	USD	5.875	30/360 ISMA	Linear	1	01/26/2019	07/26/2019																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/23/2019	01/28/2019	USD	5.875	30/360 ISMA	Linear	1	07/26/2018	01/26/2019																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/23/2018	07/26/2018	USD	5.875	30/360 ISMA	Linear	1	01/26/2018	07/26/2018																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/23/2018	01/26/2018	USD	5.875	30/360 ISMA	Linear	1	07/26/2017	01/26/2018																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/20/2017	07/26/2017	USD	5.875	30/360 ISMA	Linear	1	01/26/2017	07/26/2017																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/20/2017	01/26/2017	USD	5.875	30/360 ISMA	Linear	1	07/26/2016	01/26/2017																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/20/2016	07/26/2016	USD	5.875	Days360	Linear	1	01/26/2016	07/26/2016																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/20/2016	01/26/2016	USD	5.875	Days360	Linear	1	07/26/2015	01/26/2016																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/21/2015	07/27/2015	USD	5.875	Days360	Linear	1	01/26/2015	07/26/2015																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/20/2015	01/26/2015	USD	5.875	Days360	Linear	1	07/26/2014	01/26/2015																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/22/2014	07/28/2014	USD	5.875	Days360	Linear	1	01/26/2014	07/26/2014																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/22/2014	01/27/2014	USD	5.875	Days360	Linear	1	07/26/2013	01/26/2014																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/23/2013	07/26/2013	USD	5.875	Days360	Linear	1	01/26/2013	07/26/2013																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/23/2013	01/28/2013	USD	5.875	Days360	Linear	1	07/26/2012	01/26/2013																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/23/2012	07/26/2012	USD	5.875	Days360	Linear	1	01/26/2012	07/26/2012																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	01/23/2012	01/26/2012	USD	5.875	Days360	Linear	1	07/26/2011	01/26/2012																							
Global Bonds	BANBRA 5.875% 01/26/22	BANCO DO BRASIL SA (GRAND CAYMAN BRANCH)	USD	1	100	USG07402DN01		01/26/2022					BB	07/21/2011	07/26/2011	USD	5.875	Days360	Linear	1	05/26/2011	07/26/2011																							
Global Bonds	BANRISUL 7.375 02/02/22	BANCO DO ESTADO DO RIO GRANDE DO SUL SA	USD	1	100	USP12445AA33		02/02/2022					BB	01/28/2022	02/02/2022	USD	7.375	30/360 ISMA	Linear	1	08/02/2021	02/02/2022									100														
Global Bonds	BANRISUL 7.375 02/02/22	BANCO DO ESTADO DO RIO GRANDE DO SUL SA	USD	1	100	USP12445AA33		02/02/2022					BB	07/28/2021	08/02/2021	USD	7.375	30/360 ISMA	Linear	1	02/02/2021	08/02/2021																							
Global Bonds	BANRISUL 7.375 02/02/22	BANCO DO ESTADO DO RIO GRANDE DO SUL SA	USD	1	100	USP12445AA33		02/02/2022					BB	01/28/2021	02/02/2021	USD	7.375	30/360 ISMA	Linear	1	08/02/2020	02/02/2021																							
Global Bonds	BANRISUL 7.375 02/02/22	BANCO DO ESTADO DO RIO GRANDE DO SUL SA	USD	1	100	USP12445AA33		02/02/2022					BB	07/29/2020	08/03/2020	USD	7.375	30/360 ISMA	Linear	1	02/02/2020	08/02/2020																							
Global Bonds	BANRISUL 7.375 02/02/22	BANCO DO ESTADO DO RIO GRANDE DO SUL SA	USD	1	100	USP12445AA33		02/02/2022					BB	01/29/2020	02/03/2020	USD	7.375	30/360 ISMA	Linear	1	08/02/2019	02/02/2020																							
Global Bonds	BANRISUL 7.375 02/02/22	BANCO DO ESTADO DO RIO GRANDE DO SUL SA	USD	1	100	USP12445AA33		02/02/2022					BB	07/30/2019	08/02/2019	USD	7.375	30/360 ISMA	Linear	1	02/02/2019	08/02/2019																							
Global Bonds	BANRISUL 7.375 02/02/22	BANCO DO ESTADO DO RIO GRANDE DO SUL SA	USD	1	100	USP12445AA33		02/02/2022					BB	01/30/2019	02/04/2019	USD	7.375	30/360 ISMA	Linear	1	08/02/2018	02/02/2019																							
Global Bonds	BANRISUL 7.375 02/02/22	BANCO DO ESTADO DO RIO GRANDE DO SUL SA	USD	1	100	USP12445AA33		02/02/2022					BB	07/30/2018	08/02/2018	USD	7.375	30/360 ISMA	Linear	1	02/02/2018	08/02/2018																							
